Repository,Location,Language,Status,Entry Point,Integration Type,Notes
forced_error,plugins\api_security\forced_error,Python,Metadata Only,,Plugin,
frontend-i18n,plugins\api_security\frontend-i18n,Python,Metadata Only,,Plugin,
gemini,plugins\api_security\gemini,Python,Metadata Only,,Plugin,
gemini_api,plugins\api_security\gemini_api,Python,Metadata Only,,Plugin,
getting-started,plugins\api_security\getting-started,Python,Metadata Only,,Plugin,
gpt4all_api,plugins\api_security\gpt4all_api,Python,Metadata Only,,Plugin,
graphql,plugins\api_security\graphql,Python,Metadata Only,,Plugin,
graphql-scanner,plugins\api_security\graphql-scanner,Python,Metadata Only,,Plugin,
graphql_introspection,plugins\api_security\graphql_introspection,Python,Metadata Only,,Plugin,
graphql_tool,plugins\api_security\graphql_tool,Python,Metadata Only,,Plugin,
hackertarget,plugins\api_security\hackertarget,Python,Metadata Only,,Plugin,
harness,plugins\api_security\harness,Python,Metadata Only,,Plugin,
hidden_discovery,plugins\api_security\hidden_discovery,Python,Metadata Only,,Plugin,
hitl,plugins\api_security\hitl,Python,Metadata Only,,Plugin,
host_header_reset_poisoning,plugins\api_security\host_header_reset_poisoning,Python,Metadata Only,,Plugin,
HTTPMethodAnalyzertest,plugins\api_security\HTTPMethodAnalyzertest,Python,Metadata Only,,Plugin,
http_extractor,plugins\api_security\http_extractor,Python,Metadata Only,,Plugin,
idor_authenticated,plugins\api_security\idor_authenticated,Python,Metadata Only,,Plugin,
idor_authz_differential,plugins\api_security\idor_authz_differential,Python,Metadata Only,,Plugin,
index,plugins\api_security\index,Python,Metadata Only,,Plugin,
indexer,plugins\api_security\indexer,Python,Metadata Only,,Plugin,
index_1,plugins\api_security\index_1,Python,Metadata Only,,Plugin,
index_13,plugins\api_security\index_13,Python,Metadata Only,,Plugin,
index_17,plugins\api_security\index_17,Python,Metadata Only,,Plugin,
index_3,plugins\api_security\index_3,Python,Metadata Only,,Plugin,
inference,plugins\api_security\inference,Python,Metadata Only,,Plugin,
inferencetest,plugins\api_security\inferencetest,Python,Metadata Only,,Plugin,
install-git-hooks,plugins\api_security\install-git-hooks,Python,Metadata Only,,Plugin,
INSTALL_2,plugins\api_security\INSTALL_2,Python,Metadata Only,,Plugin,
jina,plugins\api_security\jina,Python,Metadata Only,,Plugin,
js-analysis,plugins\api_security\js-analysis,Python,Metadata Only,,Plugin,
juiceshop,plugins\api_security\juiceshop,Python,Metadata Only,,Plugin,
jwt_jku_x5u_ssrf,plugins\api_security\jwt_jku_x5u_ssrf,Python,Metadata Only,,Plugin,
knowledge,plugins\api_security\knowledge,Python,Metadata Only,,Plugin,
knowledgejs,plugins\api_security\knowledgejs,Python,Metadata Only,,Plugin,
knowledge_base,plugins\api_security\knowledge_base,Python,Metadata Only,,Plugin,
langfuse,plugins\api_security\langfuse,Python,Metadata Only,,Plugin,
lark,plugins\api_security\lark,Python,Metadata Only,,Plugin,
ldap_injection,plugins\api_security\ldap_injection,Python,Metadata Only,,Plugin,
legacy,plugins\api_security\legacy,Python,Metadata Only,,Plugin,
LICENSE,plugins\api_security\LICENSE,Python,Metadata Only,,Plugin,
LICENSE_1,plugins\api_security\LICENSE_1,Python,Metadata Only,,Plugin,
LICENSE_10,plugins\api_security\LICENSE_10,Python,Metadata Only,,Plugin,
LICENSE_12,plugins\api_security\LICENSE_12,Python,Metadata Only,,Plugin,
LICENSE_13,plugins\api_security\LICENSE_13,Python,Metadata Only,,Plugin,
LICENSE_2,plugins\api_security\LICENSE_2,Python,Metadata Only,,Plugin,
LICENSE_4,plugins\api_security\LICENSE_4,Python,Metadata Only,,Plugin,
LICENSE_6,plugins\api_security\LICENSE_6,Python,Metadata Only,,Plugin,
LICENSE_7,plugins\api_security\LICENSE_7,Python,Metadata Only,,Plugin,
LICENSE_9,plugins\api_security\LICENSE_9,Python,Metadata Only,,Plugin,
llm,plugins\api_security\llm,Python,Metadata Only,,Plugin,
llm-analysis,plugins\api_security\llm-analysis,Python,Metadata Only,,Plugin,
llm-client,plugins\api_security\llm-client,Python,Metadata Only,,Plugin,
llm-clienttest,plugins\api_security\llm-clienttest,Python,Metadata Only,,Plugin,
llm-clienttest_1,plugins\api_security\llm-clienttest_1,Python,Metadata Only,,Plugin,
llm-client_1,plugins\api_security\llm-client_1,Python,Metadata Only,,Plugin,
llm_api,plugins\api_security\llm_api,Python,Metadata Only,,Plugin,
loader_1,plugins\api_security\loader_1,Python,Metadata Only,,Plugin,
LOCAL-SETUP,plugins\api_security\LOCAL-SETUP,Python,Metadata Only,,Plugin,
main_4,plugins\api_security\main_4,Python,Metadata Only,,Plugin,
main_5,plugins\api_security\main_5,Python,Metadata Only,,Plugin,
manager_2,plugins\api_security\manager_2,Python,Metadata Only,,Plugin,
markdown,plugins\api_security\markdown,Python,Metadata Only,,Plugin,
MarkdownRenderer,plugins\api_security\MarkdownRenderer,Python,Metadata Only,,Plugin,
markdown_agents,plugins\api_security\markdown_agents,Python,Metadata Only,,Plugin,
masscan,plugins\api_security\masscan,Python,Metadata Only,,Plugin,
masscan_2,plugins\api_security\masscan_2,Python,Metadata Only,,Plugin,
mass_assignment,plugins\api_security\mass_assignment,Python,Metadata Only,,Plugin,
mcp_client,plugins\api_security\mcp_client,Python,Metadata Only,,Plugin,
mcp_manager,plugins\api_security\mcp_manager,Python,Metadata Only,,Plugin,
mcp_setup,plugins\api_security\mcp_setup,Python,Metadata Only,,Plugin,
memory_compressor,plugins\api_security\memory_compressor,Python,Metadata Only,,Plugin,
message-handlers,plugins\api_security\message-handlers,Python,Metadata Only,,Plugin,
metrics-tracker,plugins\api_security\metrics-tracker,Python,Metadata Only,,Plugin,
models_1,plugins\api_security\models_1,Python,Metadata Only,,Plugin,
models_5,plugins\api_security\models_5,Python,Metadata Only,,Plugin,
module_import,plugins\api_security\module_import,Python,Metadata Only,,Plugin,
monitor,plugins\api_security\monitor,Python,Metadata Only,,Plugin,
multi_agent,plugins\api_security\multi_agent,Python,Metadata Only,,Plugin,
MULTI_AGENT_EINO,plugins\api_security\MULTI_AGENT_EINO,Python,Metadata Only,,Plugin,
nikto_tool,plugins\api_security\nikto_tool,Python,Metadata Only,,Plugin,
nmap-irc,plugins\api_security\nmap-irc,Python,Metadata Only,,Plugin,
notifications,plugins\api_security\notifications,Python,Metadata Only,,Plugin,
no_nested_task,plugins\api_security\no_nested_task,Python,Metadata Only,,Plugin,
ollama_api,plugins\api_security\ollama_api,Python,Metadata Only,,Plugin,
openai,plugins\api_security\openai,Python,Metadata Only,,Plugin,
openapi,plugins\api_security\openapi,Python,Metadata Only,,Plugin,
openapi-discovery-agent,plugins\api_security\openapi-discovery-agent,Python,Metadata Only,,Plugin,
openapi_i18n,plugins\api_security\openapi_i18n,Python,Metadata Only,,Plugin,
openapi_parser,plugins\api_security\openapi_parser,Python,Metadata Only,,Plugin,
open_ai,plugins\api_security\open_ai,Python,Metadata Only,,Plugin,
oracle-patator,plugins\api_security\oracle-patator,Python,Metadata Only,,Plugin,
orchestrator-plan-execute,plugins\api_security\orchestrator-plan-execute,Python,Metadata Only,,Plugin,
orchestrator-supervisor,plugins\api_security\orchestrator-supervisor,Python,Metadata Only,,Plugin,
orphan_tool_pruner_middleware,plugins\api_security\orphan_tool_pruner_middleware,Python,Metadata Only,,Plugin,
osrframework,plugins\api_security\osrframework,Python,Metadata Only,,Plugin,
package_1,plugins\api_security\package_1,Python,Metadata Only,,Plugin,
package_5,plugins\api_security\package_5,Python,Metadata Only,,Plugin,
parameter_mapper,plugins\api_security\parameter_mapper,Python,Metadata Only,,Plugin,
password_reset_weak,plugins\api_security\password_reset_weak,Python,Metadata Only,,Plugin,
path_traversal,plugins\api_security\path_traversal,Python,Metadata Only,,Plugin,
penetration,plugins\api_security\penetration,Python,Metadata Only,,Plugin,
pentest-ai,plugins\api_security\pentest-ai,Python,Metadata Only,,Plugin,
pentest_agent,plugins\api_security\pentest_agent,Python,Metadata Only,,Plugin,
pentest_gpt,plugins\api_security\pentest_gpt,Python,Metadata Only,,Plugin,
pentest_gpt_rebuilt,plugins\api_security\pentest_gpt_rebuilt,Python,Metadata Only,,Plugin,
pent_claude_agent_config,plugins\api_security\pent_claude_agent_config,Python,Metadata Only,,Plugin,
perplexity,plugins\api_security\perplexity,Python,Metadata Only,,Plugin,
persistencetest,plugins\api_security\persistencetest,Python,Metadata Only,,Plugin,
playwright-config-writer,plugins\api_security\playwright-config-writer,Python,Metadata Only,,Plugin,
plugin_loader_1,plugins\api_security\plugin_loader_1,Python,Metadata Only,,Plugin,
poc_agent,plugins\api_security\poc_agent,Python,Metadata Only,,Plugin,
pom,plugins\api_security\pom,Python,Metadata Only,,Plugin,
postman_parser,plugins\api_security\postman_parser,Python,Metadata Only,,Plugin,
pre-recon-code_2,plugins\api_security\pre-recon-code_2,Python,Metadata Only,,Plugin,
privilege_escalation_patch,plugins\api_security\privilege_escalation_patch,Python,Metadata Only,,Plugin,
project_manager,plugins\api_security\project_manager,Python,Metadata Only,,Plugin,
prototype_pollution,plugins\api_security\prototype_pollution,Python,Metadata Only,,Plugin,
pyproject,plugins\api_security\pyproject,Python,Metadata Only,,Plugin,
quake_search,plugins\api_security\quake_search,Python,Metadata Only,,Plugin,
queue,plugins\api_security\queue,Python,Metadata Only,,Plugin,
race_condition,plugins\api_security\race_condition,Python,Metadata Only,,Plugin,
reactive-verifier,plugins\api_security\reactive-verifier,Python,Metadata Only,,Plugin,
READMEzh-CN,plugins\api_security\READMEzh-CN,Python,Metadata Only,,Plugin,
README_10,plugins\api_security\README_10,Python,Metadata Only,,Plugin,
README_11,plugins\api_security\README_11,Python,Metadata Only,,Plugin,
README_13,plugins\api_security\README_13,Python,Metadata Only,,Plugin,
README_15,plugins\api_security\README_15,Python,Metadata Only,,Plugin,
README_32,plugins\api_security\README_32,Python,Metadata Only,,Plugin,
README_33,plugins\api_security\README_33,Python,Metadata Only,,Plugin,
README_38,plugins\api_security\README_38,Python,Metadata Only,,Plugin,
README_50,plugins\api_security\README_50,Python,Metadata Only,,Plugin,
README_54,plugins\api_security\README_54,Python,Metadata Only,,Plugin,
README_55,plugins\api_security\README_55,Python,Metadata Only,,Plugin,
README_CN_3,plugins\api_security\README_CN_3,Python,Metadata Only,,Plugin,
recon,plugins\api_security\recon,Python,Metadata Only,,Plugin,
reconx_engine,plugins\api_security\reconx_engine,Python,Metadata Only,,Plugin,
REFERENCE,plugins\api_security\REFERENCE,Python,Metadata Only,,Plugin,
reflected_xss,plugins\api_security\reflected_xss,Python,Metadata Only,,Plugin,
registry,plugins\api_security\registry,Python,Metadata Only,,Plugin,
release-pypi,plugins\api_security\release-pypi,Python,Metadata Only,,Plugin,
replay,plugins\api_security\replay,Python,Metadata Only,,Plugin,
report-snippet,plugins\api_security\report-snippet,Python,Metadata Only,,Plugin,
report_18,plugins\api_security\report_18,Python,Metadata Only,,Plugin,
report_injector,plugins\api_security\report_injector,Python,Metadata Only,,Plugin,
report_injector_1,plugins\api_security\report_injector_1,Python,Metadata Only,,Plugin,
requirements_6,plugins\api_security\requirements_6,Python,Metadata Only,,Plugin,
reset_juice_shop,plugins\api_security\reset_juice_shop,Python,Metadata Only,,Plugin,
retrieval_postprocess,plugins\api_security\retrieval_postprocess,Python,Metadata Only,,Plugin,
retry,plugins\api_security\retry,Python,Metadata Only,,Plugin,
review,plugins\api_security\review,Python,Metadata Only,,Plugin,
robot,plugins\api_security\robot,Python,Metadata Only,,Plugin,
robot_en,plugins\api_security\robot_en,Python,Metadata Only,,Plugin,
roles,plugins\api_security\roles,Python,Metadata Only,,Plugin,
route_correlator,plugins\api_security\route_correlator,Python,Metadata Only,,Plugin,
RunCommand,plugins\api_security\RunCommand,Python,Metadata Only,,Plugin,
runner,plugins\api_security\runner,Python,Metadata Only,,Plugin,
saml_xsw,plugins\api_security\saml_xsw,Python,Metadata Only,,Plugin,
sandbox,plugins\api_security\sandbox,Python,Metadata Only,,Plugin,
sanitize,plugins\api_security\sanitize,Python,Metadata Only,,Plugin,
schedulertest,plugins\api_security\schedulertest,Python,Metadata Only,,Plugin,
scheduler_2,plugins\api_security\scheduler_2,Python,Metadata Only,,Plugin,
schema-gen-agent,plugins\api_security\schema-gen-agent,Python,Metadata Only,,Plugin,
scope,plugins\api_security\scope,Python,Metadata Only,,Plugin,
search,plugins\api_security\search,Python,Metadata Only,,Plugin,
SecurityHeaderAnalyzertest,plugins\api_security\SecurityHeaderAnalyzertest,Python,Metadata Only,,Plugin,
server,plugins\api_security\server,Python,Metadata Only,,Plugin,
service,plugins\api_security\service,Python,Metadata Only,,Plugin,
services_commands,plugins\api_security\services_commands,Python,Metadata Only,,Plugin,
service_intelligence_view,plugins\api_security\service_intelligence_view,Python,Metadata Only,,Plugin,
settings,plugins\api_security\settings,Python,Metadata Only,,Plugin,
shared,plugins\api_security\shared,Python,Metadata Only,,Plugin,
sherlock,plugins\api_security\sherlock,Python,Metadata Only,,Plugin,
shodan_api,plugins\api_security\shodan_api,Python,Metadata Only,,Plugin,
shodan_apicpython-313,plugins\api_security\shodan_apicpython-313,Python,Metadata Only,,Plugin,
shodan_search,plugins\api_security\shodan_search,Python,Metadata Only,,Plugin,
sitemap-agent,plugins\api_security\sitemap-agent,Python,Metadata Only,,Plugin,
SKILL,plugins\api_security\SKILL,Python,Metadata Only,,Plugin,
skills,plugins\api_security\skills,Python,Metadata Only,,Plugin,
SKILL_11,plugins\api_security\SKILL_11,Python,Metadata Only,,Plugin,
SKILL_13,plugins\api_security\SKILL_13,Python,Metadata Only,,Plugin,
SKILL_3,plugins\api_security\SKILL_3,Python,Metadata Only,,Plugin,
SKILL_7,plugins\api_security\SKILL_7,Python,Metadata Only,,Plugin,
SKILL_9,plugins\api_security\SKILL_9,Python,Metadata Only,,Plugin,
source-gen-agent,plugins\api_security\source-gen-agent,Python,Metadata Only,,Plugin,
ssti_polyglot,plugins\api_security\ssti_polyglot,Python,Metadata Only,,Plugin,
status,plugins\api_security\status,Python,Metadata Only,,Plugin,
stored_xss,plugins\api_security\stored_xss,Python,Metadata Only,,Plugin,
style,plugins\api_security\style,Python,Metadata Only,,Plugin,
sub_agent_context,plugins\api_security\sub_agent_context,Python,Metadata Only,,Plugin,
sub_agent_context_test,plugins\api_security\sub_agent_context_test,Python,Metadata Only,,Plugin,
SUMMARY,plugins\api_security\SUMMARY,Python,Metadata Only,,Plugin,
swagger_2,plugins\api_security\swagger_2,Python,Metadata Only,,Plugin,
swagger_parser,plugins\api_security\swagger_parser,Python,Metadata Only,,Plugin,
tasks,plugins\api_security\tasks,Python,Metadata Only,,Plugin,
telemetry,plugins\api_security\telemetry,Python,Metadata Only,,Plugin,
terminal,plugins\api_security\terminal,Python,Metadata Only,,Plugin,
test-cortex-integration,plugins\api_security\test-cortex-integration,Python,Metadata Only,,Plugin,
test-gen-agent,plugins\api_security\test-gen-agent,Python,Metadata Only,,Plugin,
testLogin,plugins\api_security\testLogin,Python,Metadata Only,,Plugin,
test_agent_loop,plugins\api_security\test_agent_loop,Python,Metadata Only,,Plugin,
test_agent_mode_cli,plugins\api_security\test_agent_mode_cli,Python,Metadata Only,,Plugin,
test_anthropic_agent,plugins\api_security\test_anthropic_agent,Python,Metadata Only,,Plugin,
test_auth_profiles,plugins\api_security\test_auth_profiles,Python,Metadata Only,,Plugin,
test_auth_profile_cli,plugins\api_security\test_auth_profile_cli,Python,Metadata Only,,Plugin,
test_auth_runner,plugins\api_security\test_auth_runner,Python,Metadata Only,,Plugin,
test_benchmarks_scoring_common,plugins\api_security\test_benchmarks_scoring_common,Python,Metadata Only,,Plugin,
test_browser_agent,plugins\api_security\test_browser_agent,Python,Metadata Only,,Plugin,
test_chain,plugins\api_security\test_chain,Python,Metadata Only,,Plugin,
test_chain_quality,plugins\api_security\test_chain_quality,Python,Metadata Only,,Plugin,
test_config,plugins\api_security\test_config,Python,Metadata Only,,Plugin,
test_connection,plugins\api_security\test_connection,Python,Metadata Only,,Plugin,
test_handler_web_probes,plugins\api_security\test_handler_web_probes,Python,Metadata Only,,Plugin,
test_langfuse_1,plugins\api_security\test_langfuse_1,Python,Metadata Only,,Plugin,
test_legacy_probe_migration,plugins\api_security\test_legacy_probe_migration,Python,Metadata Only,,Plugin,
test_llm,plugins\api_security\test_llm,Python,Metadata Only,,Plugin,
test_llm_e2e_smoke,plugins\api_security\test_llm_e2e_smoke,Python,Metadata Only,,Plugin,
test_mcp_action_surface,plugins\api_security\test_mcp_action_surface,Python,Metadata Only,,Plugin,
test_new_high_roi_probes,plugins\api_security\test_new_high_roi_probes,Python,Metadata Only,,Plugin,
test_probe_cors_reflection,plugins\api_security\test_probe_cors_reflection,Python,Metadata Only,,Plugin,
test_probe_coupon_forging,plugins\api_security\test_probe_coupon_forging,Python,Metadata Only,,Plugin,
test_probe_cve_poc,plugins\api_security\test_probe_cve_poc,Python,Metadata Only,,Plugin,
test_probe_deserialization,plugins\api_security\test_probe_deserialization,Python,Metadata Only,,Plugin,
test_probe_dom_xss,plugins\api_security\test_probe_dom_xss,Python,Metadata Only,,Plugin,
test_probe_file_upload_validation,plugins\api_security\test_probe_file_upload_validation,Python,Metadata Only,,Plugin,
test_probe_forced_error,plugins\api_security\test_probe_forced_error,Python,Metadata Only,,Plugin,
test_probe_graphql_introspection,plugins\api_security\test_probe_graphql_introspection,Python,Metadata Only,,Plugin,
test_probe_hidden_discovery,plugins\api_security\test_probe_hidden_discovery,Python,Metadata Only,,Plugin,
