Repository,Expected Components,Recovered Components,Missing Components
exploit-authz_1,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
exploit-authz_3,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
express-scaffold,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
external_mcp_test,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
extract_cookie,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
facebook,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
feature-collector,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
forced_error,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
frontend-i18n,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
gemini,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
gemini_api,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
getting-started,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
gpt4all_api,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
graphql,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
graphql-scanner,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
graphql_introspection,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
graphql_tool,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
hackertarget,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
harness,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
hidden_discovery,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
hitl,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
host_header_reset_poisoning,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
HTTPMethodAnalyzertest,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
http_extractor,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
idor_authenticated,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
idor_authz_differential,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
index,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
indexer,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
index_1,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
index_13,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
index_17,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
index_3,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
inference,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
inferencetest,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
install-git-hooks,"Source, Documentation, Test, Configuration","Source, Documentation","Test, Configuration"
INSTALL_2,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
jina,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
js-analysis,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
juiceshop,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
jwt_jku_x5u_ssrf,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
knowledge,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
knowledgejs,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
knowledge_base,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
langfuse,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
lark,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
ldap_injection,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
legacy,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
LICENSE,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
LICENSE_1,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
LICENSE_10,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
LICENSE_12,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
LICENSE_13,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
LICENSE_2,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
LICENSE_4,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
LICENSE_6,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
LICENSE_7,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
LICENSE_9,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
llm,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
llm-analysis,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
llm-client,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
llm-clienttest,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
llm-clienttest_1,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
llm-client_1,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
llm_api,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
loader_1,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
LOCAL-SETUP,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
main_4,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
main_5,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
manager_2,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
markdown,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
MarkdownRenderer,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
markdown_agents,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
masscan,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
masscan_2,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
mass_assignment,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
mcp_client,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
mcp_manager,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
mcp_setup,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
memory_compressor,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
message-handlers,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
metrics-tracker,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
models_1,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
models_5,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
module_import,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
monitor,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
multi_agent,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
MULTI_AGENT_EINO,"Source, Documentation, Test, Configuration",Documentation,"Source, Test, Configuration"
nikto_tool,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
nmap-irc,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
notifications,"Source, Documentation, Test, Configuration","Documentation, Configuration","Source, Test"
