Repository,Documentation Type,File,Status
hitl,Usage/Info,plugins\api_security\hitl\README.md,Recovered
host_header_reset_poisoning,Usage/Info,plugins\api_security\host_header_reset_poisoning\README.md,Recovered
HTTPMethodAnalyzertest,Usage/Info,plugins\api_security\HTTPMethodAnalyzertest\README.md,Recovered
http_extractor,Usage/Info,plugins\api_security\http_extractor\README.md,Recovered
idor_authenticated,Usage/Info,plugins\api_security\idor_authenticated\README.md,Recovered
idor_authz_differential,Usage/Info,plugins\api_security\idor_authz_differential\README.md,Recovered
index,Usage/Info,plugins\api_security\index\README.md,Recovered
indexer,Usage/Info,plugins\api_security\indexer\README.md,Recovered
index_1,Usage/Info,plugins\api_security\index_1\README.md,Recovered
index_13,Usage/Info,plugins\api_security\index_13\README.md,Recovered
index_17,Usage/Info,plugins\api_security\index_17\README.md,Recovered
index_3,Usage/Info,plugins\api_security\index_3\README.md,Recovered
inference,Usage/Info,plugins\api_security\inference\README.md,Recovered
inferencetest,Usage/Info,plugins\api_security\inferencetest\README.md,Recovered
install-git-hooks,Usage/Info,plugins\api_security\install-git-hooks\README.md,Recovered
INSTALL_2,Usage/Info,plugins\api_security\INSTALL_2\README.md,Recovered
jina,Usage/Info,plugins\api_security\jina\README.md,Recovered
js-analysis,Usage/Info,plugins\api_security\js-analysis\README.md,Recovered
juiceshop,Usage/Info,plugins\api_security\juiceshop\README.md,Recovered
jwt_jku_x5u_ssrf,Usage/Info,plugins\api_security\jwt_jku_x5u_ssrf\README.md,Recovered
knowledge,Usage/Info,plugins\api_security\knowledge\README.md,Recovered
knowledgejs,Usage/Info,plugins\api_security\knowledgejs\README.md,Recovered
knowledge_base,Usage/Info,plugins\api_security\knowledge_base\README.md,Recovered
langfuse,Usage/Info,plugins\api_security\langfuse\README.md,Recovered
lark,Usage/Info,plugins\api_security\lark\README.md,Recovered
ldap_injection,Usage/Info,plugins\api_security\ldap_injection\README.md,Recovered
legacy,Usage/Info,plugins\api_security\legacy\README.md,Recovered
LICENSE,Usage/Info,plugins\api_security\LICENSE\README.md,Recovered
LICENSE_1,Usage/Info,plugins\api_security\LICENSE_1\README.md,Recovered
LICENSE_10,Usage/Info,plugins\api_security\LICENSE_10\README.md,Recovered
LICENSE_12,Usage/Info,plugins\api_security\LICENSE_12\README.md,Recovered
LICENSE_13,Usage/Info,plugins\api_security\LICENSE_13\README.md,Recovered
LICENSE_2,Usage/Info,plugins\api_security\LICENSE_2\README.md,Recovered
LICENSE_4,Usage/Info,plugins\api_security\LICENSE_4\README.md,Recovered
LICENSE_6,Usage/Info,plugins\api_security\LICENSE_6\README.md,Recovered
LICENSE_7,Usage/Info,plugins\api_security\LICENSE_7\README.md,Recovered
LICENSE_9,Usage/Info,plugins\api_security\LICENSE_9\README.md,Recovered
llm,Usage/Info,plugins\api_security\llm\README.md,Recovered
llm-analysis,Usage/Info,plugins\api_security\llm-analysis\README.md,Recovered
llm-client,Usage/Info,plugins\api_security\llm-client\README.md,Recovered
llm-clienttest,Usage/Info,plugins\api_security\llm-clienttest\README.md,Recovered
llm-clienttest_1,Usage/Info,plugins\api_security\llm-clienttest_1\README.md,Recovered
llm-client_1,Usage/Info,plugins\api_security\llm-client_1\README.md,Recovered
llm_api,Usage/Info,plugins\api_security\llm_api\README.md,Recovered
loader_1,Usage/Info,plugins\api_security\loader_1\README.md,Recovered
LOCAL-SETUP,Usage/Info,plugins\api_security\LOCAL-SETUP\README.md,Recovered
main_4,Usage/Info,plugins\api_security\main_4\README.md,Recovered
main_5,Usage/Info,plugins\api_security\main_5\README.md,Recovered
manager_2,Usage/Info,plugins\api_security\manager_2\README.md,Recovered
markdown,Usage/Info,plugins\api_security\markdown\README.md,Recovered
MarkdownRenderer,Usage/Info,plugins\api_security\MarkdownRenderer\README.md,Recovered
markdown_agents,Usage/Info,plugins\api_security\markdown_agents\README.md,Recovered
masscan,Usage/Info,plugins\api_security\masscan\README.md,Recovered
masscan_2,Usage/Info,plugins\api_security\masscan_2\README.md,Recovered
mass_assignment,Usage/Info,plugins\api_security\mass_assignment\README.md,Recovered
mcp_client,Usage/Info,plugins\api_security\mcp_client\README.md,Recovered
mcp_manager,Usage/Info,plugins\api_security\mcp_manager\README.md,Recovered
mcp_setup,Usage/Info,plugins\api_security\mcp_setup\README.md,Recovered
memory_compressor,Usage/Info,plugins\api_security\memory_compressor\README.md,Recovered
message-handlers,Usage/Info,plugins\api_security\message-handlers\README.md,Recovered
metrics-tracker,Usage/Info,plugins\api_security\metrics-tracker\README.md,Recovered
models_1,Usage/Info,plugins\api_security\models_1\README.md,Recovered
models_5,Usage/Info,plugins\api_security\models_5\README.md,Recovered
module_import,Usage/Info,plugins\api_security\module_import\README.md,Recovered
monitor,Usage/Info,plugins\api_security\monitor\README.md,Recovered
multi_agent,Usage/Info,plugins\api_security\multi_agent\README.md,Recovered
MULTI_AGENT_EINO,Usage/Info,plugins\api_security\MULTI_AGENT_EINO\README.md,Recovered
nikto_tool,Usage/Info,plugins\api_security\nikto_tool\README.md,Recovered
nmap-irc,Usage/Info,plugins\api_security\nmap-irc\README.md,Recovered
notifications,Usage/Info,plugins\api_security\notifications\README.md,Recovered
no_nested_task,Usage/Info,plugins\api_security\no_nested_task\README.md,Recovered
ollama_api,Usage/Info,plugins\api_security\ollama_api\README.md,Recovered
openai,Usage/Info,plugins\api_security\openai\README.md,Recovered
openapi,Usage/Info,plugins\api_security\openapi\README.md,Recovered
openapi-discovery-agent,Usage/Info,plugins\api_security\openapi-discovery-agent\README.md,Recovered
openapi_i18n,Usage/Info,plugins\api_security\openapi_i18n\README.md,Recovered
openapi_parser,Usage/Info,plugins\api_security\openapi_parser\README.md,Recovered
open_ai,Usage/Info,plugins\api_security\open_ai\README.md,Recovered
oracle-patator,Usage/Info,plugins\api_security\oracle-patator\README.md,Recovered
orchestrator-plan-execute,Usage/Info,plugins\api_security\orchestrator-plan-execute\README.md,Recovered
orchestrator-supervisor,Usage/Info,plugins\api_security\orchestrator-supervisor\README.md,Recovered
orphan_tool_pruner_middleware,Usage/Info,plugins\api_security\orphan_tool_pruner_middleware\README.md,Recovered
osrframework,Usage/Info,plugins\api_security\osrframework\README.md,Recovered
package_1,Usage/Info,plugins\api_security\package_1\README.md,Recovered
package_5,Usage/Info,plugins\api_security\package_5\README.md,Recovered
parameter_mapper,Usage/Info,plugins\api_security\parameter_mapper\README.md,Recovered
password_reset_weak,Usage/Info,plugins\api_security\password_reset_weak\README.md,Recovered
path_traversal,Usage/Info,plugins\api_security\path_traversal\README.md,Recovered
penetration,Usage/Info,plugins\api_security\penetration\README.md,Recovered
pentest-ai,Usage/Info,plugins\api_security\pentest-ai\README.md,Recovered
pentest_agent,Usage/Info,plugins\api_security\pentest_agent\README.md,Recovered
pentest_gpt,Usage/Info,plugins\api_security\pentest_gpt\README.md,Recovered
pentest_gpt_rebuilt,Usage/Info,plugins\api_security\pentest_gpt_rebuilt\README.md,Recovered
pent_claude_agent_config,Usage/Info,plugins\api_security\pent_claude_agent_config\README.md,Recovered
perplexity,Usage/Info,plugins\api_security\perplexity\README.md,Recovered
persistencetest,Usage/Info,plugins\api_security\persistencetest\README.md,Recovered
playwright-config-writer,Usage/Info,plugins\api_security\playwright-config-writer\README.md,Recovered
plugin_loader_1,Usage/Info,plugins\api_security\plugin_loader_1\README.md,Recovered
poc_agent,Usage/Info,plugins\api_security\poc_agent\README.md,Recovered
pom,Usage/Info,plugins\api_security\pom\README.md,Recovered
postman_parser,Usage/Info,plugins\api_security\postman_parser\README.md,Recovered
pre-recon-code_2,Usage/Info,plugins\api_security\pre-recon-code_2\README.md,Recovered
privilege_escalation_patch,Usage/Info,plugins\api_security\privilege_escalation_patch\README.md,Recovered
project_manager,Usage/Info,plugins\api_security\project_manager\README.md,Recovered
prototype_pollution,Usage/Info,plugins\api_security\prototype_pollution\README.md,Recovered
pyproject,Usage/Info,plugins\api_security\pyproject\README.md,Recovered
quake_search,Usage/Info,plugins\api_security\quake_search\README.md,Recovered
queue,Usage/Info,plugins\api_security\queue\README.md,Recovered
race_condition,Usage/Info,plugins\api_security\race_condition\README.md,Recovered
reactive-verifier,Usage/Info,plugins\api_security\reactive-verifier\README.md,Recovered
READMEzh-CN,Usage/Info,plugins\api_security\READMEzh-CN\README.md,Recovered
README_10,Usage/Info,plugins\api_security\README_10\README.md,Recovered
README_11,Usage/Info,plugins\api_security\README_11\README.md,Recovered
README_13,Usage/Info,plugins\api_security\README_13\README.md,Recovered
README_15,Usage/Info,plugins\api_security\README_15\README.md,Recovered
README_32,Usage/Info,plugins\api_security\README_32\README.md,Recovered
README_33,Usage/Info,plugins\api_security\README_33\README.md,Recovered
README_38,Usage/Info,plugins\api_security\README_38\README.md,Recovered
README_50,Usage/Info,plugins\api_security\README_50\README.md,Recovered
README_54,Usage/Info,plugins\api_security\README_54\README.md,Recovered
README_55,Usage/Info,plugins\api_security\README_55\README.md,Recovered
README_CN_3,Usage/Info,plugins\api_security\README_CN_3\README.md,Recovered
recon,Usage/Info,plugins\api_security\recon\README.md,Recovered
reconx_engine,Usage/Info,plugins\api_security\reconx_engine\README.md,Recovered
REFERENCE,Usage/Info,plugins\api_security\REFERENCE\README.md,Recovered
reflected_xss,Usage/Info,plugins\api_security\reflected_xss\README.md,Recovered
registry,Usage/Info,plugins\api_security\registry\README.md,Recovered
release-pypi,Usage/Info,plugins\api_security\release-pypi\README.md,Recovered
replay,Usage/Info,plugins\api_security\replay\README.md,Recovered
report-snippet,Usage/Info,plugins\api_security\report-snippet\README.md,Recovered
report_18,Usage/Info,plugins\api_security\report_18\README.md,Recovered
report_injector,Usage/Info,plugins\api_security\report_injector\README.md,Recovered
report_injector_1,Usage/Info,plugins\api_security\report_injector_1\README.md,Recovered
requirements_6,Usage/Info,plugins\api_security\requirements_6\README.md,Recovered
reset_juice_shop,Usage/Info,plugins\api_security\reset_juice_shop\README.md,Recovered
retrieval_postprocess,Usage/Info,plugins\api_security\retrieval_postprocess\README.md,Recovered
retry,Usage/Info,plugins\api_security\retry\README.md,Recovered
review,Usage/Info,plugins\api_security\review\README.md,Recovered
robot,Usage/Info,plugins\api_security\robot\README.md,Recovered
robot_en,Usage/Info,plugins\api_security\robot_en\README.md,Recovered
roles,Usage/Info,plugins\api_security\roles\README.md,Recovered
route_correlator,Usage/Info,plugins\api_security\route_correlator\README.md,Recovered
RunCommand,Usage/Info,plugins\api_security\RunCommand\README.md,Recovered
runner,Usage/Info,plugins\api_security\runner\README.md,Recovered
saml_xsw,Usage/Info,plugins\api_security\saml_xsw\README.md,Recovered
sandbox,Usage/Info,plugins\api_security\sandbox\README.md,Recovered
sanitize,Usage/Info,plugins\api_security\sanitize\README.md,Recovered
schedulertest,Usage/Info,plugins\api_security\schedulertest\README.md,Recovered
scheduler_2,Usage/Info,plugins\api_security\scheduler_2\README.md,Recovered
schema-gen-agent,Usage/Info,plugins\api_security\schema-gen-agent\README.md,Recovered
scope,Usage/Info,plugins\api_security\scope\README.md,Recovered
search,Usage/Info,plugins\api_security\search\README.md,Recovered
SecurityHeaderAnalyzertest,Usage/Info,plugins\api_security\SecurityHeaderAnalyzertest\README.md,Recovered
server,Usage/Info,plugins\api_security\server\README.md,Recovered
service,Usage/Info,plugins\api_security\service\README.md,Recovered
services_commands,Usage/Info,plugins\api_security\services_commands\README.md,Recovered
service_intelligence_view,Usage/Info,plugins\api_security\service_intelligence_view\README.md,Recovered
settings,Usage/Info,plugins\api_security\settings\README.md,Recovered
shared,Usage/Info,plugins\api_security\shared\README.md,Recovered
sherlock,Usage/Info,plugins\api_security\sherlock\README.md,Recovered
shodan_api,Usage/Info,plugins\api_security\shodan_api\README.md,Recovered
shodan_apicpython-313,Usage/Info,plugins\api_security\shodan_apicpython-313\README.md,Recovered
shodan_search,Usage/Info,plugins\api_security\shodan_search\README.md,Recovered
sitemap-agent,Usage/Info,plugins\api_security\sitemap-agent\README.md,Recovered
SKILL,Usage/Info,plugins\api_security\SKILL\README.md,Recovered
skills,Usage/Info,plugins\api_security\skills\README.md,Recovered
SKILL_11,Usage/Info,plugins\api_security\SKILL_11\README.md,Recovered
SKILL_13,Usage/Info,plugins\api_security\SKILL_13\README.md,Recovered
SKILL_3,Usage/Info,plugins\api_security\SKILL_3\README.md,Recovered
SKILL_7,Usage/Info,plugins\api_security\SKILL_7\README.md,Recovered
SKILL_9,Usage/Info,plugins\api_security\SKILL_9\README.md,Recovered
source-gen-agent,Usage/Info,plugins\api_security\source-gen-agent\README.md,Recovered
ssti_polyglot,Usage/Info,plugins\api_security\ssti_polyglot\README.md,Recovered
status,Usage/Info,plugins\api_security\status\README.md,Recovered
stored_xss,Usage/Info,plugins\api_security\stored_xss\README.md,Recovered
style,Usage/Info,plugins\api_security\style\README.md,Recovered
sub_agent_context,Usage/Info,plugins\api_security\sub_agent_context\README.md,Recovered
sub_agent_context_test,Usage/Info,plugins\api_security\sub_agent_context_test\README.md,Recovered
SUMMARY,Usage/Info,plugins\api_security\SUMMARY\README.md,Recovered
swagger_2,Usage/Info,plugins\api_security\swagger_2\README.md,Recovered
swagger_parser,Usage/Info,plugins\api_security\swagger_parser\README.md,Recovered
tasks,Usage/Info,plugins\api_security\tasks\README.md,Recovered
telemetry,Usage/Info,plugins\api_security\telemetry\README.md,Recovered
terminal,Usage/Info,plugins\api_security\terminal\README.md,Recovered
test-cortex-integration,Usage/Info,plugins\api_security\test-cortex-integration\README.md,Recovered
test-gen-agent,Usage/Info,plugins\api_security\test-gen-agent\README.md,Recovered
testLogin,Usage/Info,plugins\api_security\testLogin\README.md,Recovered
test_agent_loop,Usage/Info,plugins\api_security\test_agent_loop\README.md,Recovered
test_agent_mode_cli,Usage/Info,plugins\api_security\test_agent_mode_cli\README.md,Recovered
test_anthropic_agent,Usage/Info,plugins\api_security\test_anthropic_agent\README.md,Recovered
test_auth_profiles,Usage/Info,plugins\api_security\test_auth_profiles\README.md,Recovered
test_auth_profile_cli,Usage/Info,plugins\api_security\test_auth_profile_cli\README.md,Recovered
test_auth_runner,Usage/Info,plugins\api_security\test_auth_runner\README.md,Recovered
test_benchmarks_scoring_common,Usage/Info,plugins\api_security\test_benchmarks_scoring_common\README.md,Recovered
test_browser_agent,Usage/Info,plugins\api_security\test_browser_agent\README.md,Recovered
test_chain,Usage/Info,plugins\api_security\test_chain\README.md,Recovered
test_chain_quality,Usage/Info,plugins\api_security\test_chain_quality\README.md,Recovered
test_config,Usage/Info,plugins\api_security\test_config\README.md,Recovered
test_connection,Usage/Info,plugins\api_security\test_connection\README.md,Recovered
test_handler_web_probes,Usage/Info,plugins\api_security\test_handler_web_probes\README.md,Recovered
test_langfuse_1,Usage/Info,plugins\api_security\test_langfuse_1\README.md,Recovered
test_legacy_probe_migration,Usage/Info,plugins\api_security\test_legacy_probe_migration\README.md,Recovered
test_llm,Usage/Info,plugins\api_security\test_llm\README.md,Recovered
test_llm_e2e_smoke,Usage/Info,plugins\api_security\test_llm_e2e_smoke\README.md,Recovered
test_mcp_action_surface,Usage/Info,plugins\api_security\test_mcp_action_surface\README.md,Recovered
test_new_high_roi_probes,Usage/Info,plugins\api_security\test_new_high_roi_probes\README.md,Recovered
test_probe_cors_reflection,Usage/Info,plugins\api_security\test_probe_cors_reflection\README.md,Recovered
test_probe_coupon_forging,Usage/Info,plugins\api_security\test_probe_coupon_forging\README.md,Recovered
test_probe_cve_poc,Usage/Info,plugins\api_security\test_probe_cve_poc\README.md,Recovered
test_probe_deserialization,Usage/Info,plugins\api_security\test_probe_deserialization\README.md,Recovered
