Repository,Primary Category,Secondary Category,Language,Recovery Score,Status
sslscan,Vulnerability Scanning,Assessment,Python,35.0,Metadata Only
ssl_checker,Vulnerability Scanning,Assessment,Python,35.0,Wrapper Only
ssti_fuzz,Utilities,Framework Components,Python,35.0,Wrapper Only
ssti_stored,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
stage121_catalog,Utilities,Framework Components,Python,35.0,Wrapper Only
stage121_web,Web Enumeration,Content Discovery,Python,35.0,Wrapper Only
stage122_catalog,Utilities,Framework Components,Python,35.0,Wrapper Only
stage123_catalog,Utilities,Framework Components,Python,35.0,Wrapper Only
STAGE2,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
start,Utilities,Framework Components,Python,35.0,Wrapper Only
stats,Utilities,Framework Components,Python,35.0,Wrapper Only
stderr,Utilities,Framework Components,Python,15.0,Wrapper Only
stderr_1,Utilities,Framework Components,Python,15.0,Wrapper Only
stdout,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
stdout_1,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
stealth_crawler,Web Enumeration,Content Discovery,Python,35.0,Wrapper Only
stig-analyst,Utilities,Framework Components,Python,15.0,Wrapper Only
subdomain,AI Agents,Automation,Python,35.0,Wrapper Only
subdomain-enumeration,AI Agents,Automation,Python,35.0,Wrapper Only
subdomain-hunter-agent,AI Agents,Automation,Python,35.0,Wrapper Only
subdomains,AI Agents,Automation,Python,55.0,Partially Recovered
subdomainstxt,AI Agents,Automation,Python,15.0,Wrapper Only
subdomains_1,AI Agents,Automation,Python,15.0,Wrapper Only
subdomains_2,AI Agents,Automation,Python,15.0,Wrapper Only
subdomains_v0,AI Agents,Automation,Python,15.0,Wrapper Only
subdomains_v1,AI Agents,Automation,Python,15.0,Wrapper Only
subdomains_v2,AI Agents,Automation,Python,15.0,Wrapper Only
subfinder,Asset Discovery,Subdomain Enumeration,Python,35.0,Wrapper Only
subfinder-logo,Utilities,Framework Components,Python,15.0,Wrapper Only
subfinder-run,Utilities,Framework Components,Python,15.0,Wrapper Only
subfinder_2,Utilities,Framework Components,Python,15.0,Wrapper Only
sublist3r_tool,Utilities,Framework Components,Python,35.0,Wrapper Only
submd,Utilities,Framework Components,Python,35.0,Wrapper Only
SUBPROCESSORS,Utilities,Framework Components,Python,15.0,Wrapper Only
subs,Utilities,Framework Components,Python,35.0,Wrapper Only
suggestion_engine,Utilities,Framework Components,Python,35.0,Wrapper Only
support,Utilities,Framework Components,Python,35.0,Wrapper Only
support_test,Utilities,Framework Components,Python,35.0,Wrapper Only
surface_mapping,Utilities,Framework Components,Python,0.0,Wrapper Only
swagger,Utilities,Framework Components,Python,15.0,Wrapper Only
swarm-orchestrator,Utilities,Framework Components,Python,15.0,Wrapper Only
tag_engine,Utilities,Framework Components,Python,35.0,Wrapper Only
takeover_detector,Utilities,Framework Components,Python,35.0,Wrapper Only
target-model,Utilities,Framework Components,Python,35.0,Wrapper Only
targets,Utilities,Framework Components,Python,35.0,Metadata Only
target_classifier,Utilities,Framework Components,Python,35.0,Wrapper Only
task-management,Utilities,Framework Components,Python,15.0,Wrapper Only
tech-fingerprinter-agent,AI Agents,Automation,Python,35.0,Wrapper Only
tech_detection,Utilities,Framework Components,Python,0.0,Wrapper Only
templates,Utilities,Framework Components,Python,35.0,Wrapper Only
template_manager,Utilities,Framework Components,Python,35.0,Wrapper Only
TERMS,Utilities,Framework Components,Python,15.0,Wrapper Only
test-lsg-v2,Utilities,Framework Components,Python,15.0,Wrapper Only
test-suite,Utilities,Framework Components,Python,15.0,Wrapper Only
test1,Utilities,Framework Components,Python,15.0,Wrapper Only
test2,Utilities,Framework Components,Python,15.0,Wrapper Only
testssl,Utilities,Framework Components,Python,35.0,Metadata Only
test_agents_parallel,AI Agents,Automation,Python,35.0,Metadata Only
test_api_security_e2e_smoke,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
test_api_server,Utilities,Framework Components,Python,35.0,Wrapper Only
test_arjun_integration,Utilities,Framework Components,Python,35.0,Wrapper Only
test_authenticated_scan_coverage,Vulnerability Scanning,Assessment,Python,35.0,Wrapper Only
test_auth_profiles_smoke,Utilities,Framework Components,Python,35.0,Wrapper Only
test_auth_scan_e2e_smoke,Vulnerability Scanning,Assessment,Python,35.0,Wrapper Only
test_auth_session,Utilities,Framework Components,Python,35.0,Wrapper Only
test_auth_session_bearer_flow,Utilities,Framework Components,Python,35.0,Wrapper Only
test_browser_agent_e2e_smoke,AI Agents,Automation,Python,35.0,Wrapper Only
test_browser_crawler,Web Enumeration,Content Discovery,Python,35.0,Wrapper Only
test_cache,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
test_checkpoint,Vulnerability Scanning,Assessment,Python,15.0,Wrapper Only
test_ci_mode,Utilities,Framework Components,Python,35.0,Wrapper Only
test_cli,Utilities,Framework Components,Python,35.0,Wrapper Only
test_cli_auth_coverage,Utilities,Framework Components,Python,35.0,Wrapper Only
test_common,Utilities,Framework Components,Python,15.0,Wrapper Only
test_core,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
test_csrf_auth_e2e_smoke,Utilities,Framework Components,Python,35.0,Wrapper Only
test_dashboard,Utilities,Framework Components,Python,35.0,Wrapper Only
test_dedup,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
test_dns_resolver_auto,DNS Intelligence,Subdomain Enumeration,Python,15.0,Wrapper Only
test_e2e_probes,Utilities,Framework Components,Python,35.0,Wrapper Only
test_engagement_lifecycle_e2e,Utilities,Framework Components,Python,35.0,Wrapper Only
test_evidence,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
test_evidence_contract,Utilities,Framework Components,Python,35.0,Wrapper Only
test_exports,Utilities,Framework Components,Python,15.0,Wrapper Only
test_export_cli,Utilities,Framework Components,Python,15.0,Wrapper Only
test_full_flow,Utilities,Framework Components,Python,15.0,Wrapper Only
test_full_workflow,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
test_handler_meta,Utilities,Framework Components,Python,35.0,Wrapper Only
test_hitl_coverage,Utilities,Framework Components,Python,35.0,Metadata Only
test_install_preferences,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
test_integration_dvwa,Utilities,Framework Components,Python,35.0,Wrapper Only
test_juiceshop_e2e_smoke,Utilities,Framework Components,Python,35.0,Wrapper Only
test_list_targets,Utilities,Framework Components,Python,15.0,Metadata Only
test_llm_redteam,Utilities,Framework Components,Python,35.0,Wrapper Only
test_mcp_auth_profile,Utilities,Framework Components,Python,35.0,Wrapper Only
test_mcp_honeypot_e2e,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
test_mcp_security_tools,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
test_mcp_server_coverage,Utilities,Framework Components,Python,35.0,Wrapper Only
test_misc_coverage,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
test_mobile_agent_e2e_smoke,AI Agents,Automation,Python,35.0,Metadata Only
test_monitor,Utilities,Framework Components,Python,15.0,Wrapper Only
test_monitor_mode,Utilities,Framework Components,Python,15.0,Wrapper Only
test_new_tool_integrations,Utilities,Framework Components,Python,15.0,Wrapper Only
test_observation_normalization,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
test_os_execution,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
test_parallel,Utilities,Framework Components,Python,15.0,Metadata Only
test_payload_library,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
test_perf_profile,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
test_phase6,Utilities,Framework Components,Python,15.0,Wrapper Only
test_primitives_evidence_capture,Utilities,Framework Components,Python,35.0,Metadata Only
test_probe_asset_secrets,Utilities,Framework Components,Python,35.0,Wrapper Only
test_probe_business_logic_fuzz,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
test_probe_captcha_replay,Utilities,Framework Components,Python,35.0,Metadata Only
test_probe_crawler,Web Enumeration,Content Discovery,Python,35.0,Wrapper Only
test_probe_exif_metadata,Utilities,Framework Components,Python,35.0,Wrapper Only
test_probe_leaked_credentials,Utilities,Framework Components,Python,35.0,Wrapper Only
test_probe_nosql_fuzz,Utilities,Framework Components,Python,35.0,Wrapper Only
test_probe_oauth_pkce_downgrade,Utilities,Framework Components,Python,35.0,Wrapper Only
test_probe_response_headers,Utilities,Framework Components,Python,35.0,Metadata Only
test_probe_sqli_fuzz,Utilities,Framework Components,Python,35.0,Wrapper Only
test_probe_ssti_fuzz,Utilities,Framework Components,Python,35.0,Wrapper Only
test_probe_ssti_polyglot,Utilities,Framework Components,Python,35.0,Metadata Only
test_probe_xss_fuzz,Utilities,Framework Components,Python,35.0,Wrapper Only
test_registry_coverage,Utilities,Framework Components,Python,35.0,Wrapper Only
test_registry_extended,Utilities,Framework Components,Python,35.0,Wrapper Only
test_reporting,Utilities,Framework Components,Python,15.0,Wrapper Only
test_report_only,Utilities,Framework Components,Python,15.0,Wrapper Only
test_resolvers_external,Utilities,Framework Components,Python,35.0,Wrapper Only
test_resolvers_hardening,Utilities,Framework Components,Python,15.0,Wrapper Only
test_sanitize,Utilities,Framework Components,Python,15.0,Wrapper Only
test_scanners,Vulnerability Scanning,Assessment,Python,35.0,Wrapper Only
test_severity_calibration,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
test_shell_syntax,Utilities,Framework Components,Python,15.0,Wrapper Only
test_smoke,Utilities,Framework Components,Python,15.0,Wrapper Only
test_stage121_integration,Utilities,Framework Components,Python,35.0,Wrapper Only
test_stage122_integration,Utilities,Framework Components,Python,35.0,Wrapper Only
test_stage123_integration,Utilities,Framework Components,Python,35.0,Wrapper Only
test_stage13_orchestration,Utilities,Framework Components,Python,35.0,Wrapper Only
test_stage14_tui,Utilities,Framework Components,Python,35.0,Wrapper Only
test_stage15_plugins,Utilities,Framework Components,Python,35.0,Wrapper Only
test_stage181_burp,Utilities,Framework Components,Python,35.0,Wrapper Only
test_stage182_traffic,Utilities,Framework Components,Python,35.0,Wrapper Only
test_stage19_plugins,Utilities,Framework Components,Python,35.0,Wrapper Only
test_stage2,Utilities,Framework Components,Python,35.0,Metadata Only
test_stage20_services,Utilities,Framework Components,Python,35.0,Wrapper Only
test_stealth_crawler,Web Enumeration,Content Discovery,Python,35.0,Wrapper Only
test_subdomains_asn,AI Agents,Automation,Python,15.0,Wrapper Only
test_subdomains_filtering,AI Agents,Automation,Python,15.0,Wrapper Only
test_sub_tls_no_match,Utilities,Framework Components,Python,15.0,Wrapper Only
test_terminal_output_modes,Utilities,Framework Components,Python,15.0,Wrapper Only
test_tool_bridge,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
test_tool_bridge_e2e,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
test_tool_installer,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
test_tool_installer_coverage,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
test_tool_installer_extended,Utilities,Framework Components,Python,35.0,Wrapper Only
test_tool_result_persistence,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
test_ui_snapshots,Utilities,Framework Components,Python,15.0,Wrapper Only
test_utils,Utilities,Framework Components,Python,15.0,Wrapper Only
test_validation,Utilities,Framework Components,Python,15.0,Wrapper Only
test_vps_count_cli,Utilities,Framework Components,Python,15.0,Wrapper Only
test_webprobe_full_formats,Web Enumeration,Content Discovery,Python,15.0,Wrapper Only
test_web_agent_crawl_inject,AI Agents,Automation,Python,35.0,Wrapper Only
THANKS,Utilities,Framework Components,Python,15.0,Wrapper Only
thc,Utilities,Framework Components,Python,35.0,Wrapper Only
theharvester,Utilities,Framework Components,Python,35.0,Wrapper Only
threat-modeler,Utilities,Framework Components,Python,15.0,Wrapper Only
threatbook,Utilities,Framework Components,Python,35.0,Wrapper Only
threatcrowd,Utilities,Framework Components,Python,35.0,Wrapper Only
threatcrowd_2,Utilities,Framework Components,Python,35.0,Wrapper Only
threatminer,Utilities,Framework Components,Python,35.0,Wrapper Only
throttle,Utilities,Framework Components,Python,35.0,Metadata Only
TIER2-EXECUTION,Utilities,Framework Components,Python,15.0,Wrapper Only
TIMELINE,Utilities,Framework Components,Python,15.0,Wrapper Only
tlsx,Utilities,Framework Components,Python,35.0,Wrapper Only
tls_cert,Utilities,Framework Components,Python,35.0,Wrapper Only
tls_cert_1,Utilities,Framework Components,Python,35.0,Wrapper Only
tls_fingerprint,Utilities,Framework Components,Python,35.0,Metadata Only
tool-checker,Vulnerability Scanning,Assessment,Python,35.0,Wrapper Only
tool-responses,Utilities,Framework Components,Python,35.0,Metadata Only
tool-runner,Utilities,Framework Components,Python,35.0,Wrapper Only
tools,Utilities,Framework Components,Python,35.0,Wrapper Only
tool_bridge,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
tool_browser,Utilities,Framework Components,Python,35.0,Wrapper Only
tool_chains,AI Agents,Automation,Python,35.0,Wrapper Only
tool_health,Utilities,Framework Components,Python,35.0,Metadata Only
tool_installer,Utilities,Framework Components,Python,35.0,Wrapper Only
tool_lessons,Utilities,Framework Components,Python,35.0,Wrapper Only
tool_registry,Utilities,Framework Components,Python,35.0,Wrapper Only
tool_result,Utilities,Framework Components,Python,35.0,Wrapper Only
tool_schemas,Utilities,Framework Components,Python,35.0,Wrapper Only
tool_versions,Utilities,Framework Components,Python,15.0,Wrapper Only
traffic_commands,Utilities,Framework Components,Python,35.0,Wrapper Only
traffic_view,Utilities,Framework Components,Python,35.0,Wrapper Only
train-archnet,AI Agents,Automation,Python,15.0,Metadata Only
training-data-2025-12-24T03-29-17-267Z,AI Agents,Automation,Python,15.0,Wrapper Only
training-data-2025-12-24T03-31-48-760Z,AI Agents,Automation,Python,15.0,Metadata Only
training-data-2025-12-24T04-13-25-236Z,AI Agents,Automation,Python,15.0,Metadata Only
training-data-2025-12-24T04-32-35-147Z,AI Agents,Automation,Python,15.0,Metadata Only
training-data-2025-12-24T04-43-48-405Z,AI Agents,Automation,Python,15.0,Metadata Only
transform,Utilities,Framework Components,Python,35.0,Wrapper Only
transform_test,Utilities,Framework Components,Python,35.0,Wrapper Only
transparentbanner,Utilities,Framework Components,Python,15.0,Wrapper Only
triage,Utilities,Framework Components,Python,15.0,Wrapper Only
triage-results,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
triage-rubric,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
triage-summary,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
triage_sample,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
tshark,Utilities,Framework Components,Python,15.0,Wrapper Only
tshark_engine,Utilities,Framework Components,Python,35.0,Wrapper Only
txt,Utilities,Framework Components,Python,35.0,Wrapper Only
txt_1,Utilities,Framework Components,Python,35.0,Wrapper Only
type,Utilities,Framework Components,Python,35.0,Wrapper Only
types_1,Utilities,Framework Components,Python,35.0,Wrapper Only
types_2,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
types_6,Utilities,Framework Components,Python,35.0,Metadata Only
types_9,Utilities,Framework Components,Python,35.0,Wrapper Only
unauthed-findings,Utilities,Framework Components,Python,15.0,Wrapper Only
unauthed-findings_1,Utilities,Framework Components,Python,15.0,Wrapper Only
url,Utilities,Framework Components,Python,35.0,Wrapper Only
urlscan_2,Vulnerability Scanning,Assessment,Python,35.0,Wrapper Only
uv_1,Utilities,Framework Components,Python,15.0,Wrapper Only
validate_2,Utilities,Framework Components,Python,35.0,Wrapper Only
validator,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
vars,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
vault,Utilities,Framework Components,Python,35.0,Wrapper Only
version,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
viewport,Utilities,Framework Components,Python,0.0,Wrapper Only
virtual-host-enumeration,Utilities,Framework Components,Python,35.0,Wrapper Only
virustotal,Utilities,Framework Components,Python,35.0,Wrapper Only
virustotal_1,Utilities,Framework Components,Python,35.0,Wrapper Only
virustotal_3,Utilities,Framework Components,Python,35.0,Wrapper Only
viz,Utilities,Framework Components,Python,35.0,Wrapper Only
vuln-hypothesizer,Vulnerability Scanning,Assessment,Python,0.0,Wrapper Only
vuln-scanner,Vulnerability Scanning,Assessment,Python,0.0,Wrapper Only
vuln-ssrf,Vulnerability Scanning,Assessment,Python,0.0,Wrapper Only
vuln-ssrf_2,Vulnerability Scanning,Assessment,Python,0.0,Wrapper Only
vulnerability_concepts,Vulnerability Scanning,Assessment,Python,0.0,Wrapper Only
vuln_analysis,Vulnerability Scanning,Assessment,Python,0.0,Wrapper Only
waybackarchive,Utilities,Framework Components,Python,35.0,Wrapper Only
waybackurls_2,Utilities,Framework Components,Python,15.0,Wrapper Only
wayback_1,Utilities,Framework Components,Python,35.0,Wrapper Only
waymore,Utilities,Framework Components,Python,35.0,Wrapper Only
web,Web Enumeration,Content Discovery,Python,55.0,Partially Recovered
web-app-quick,Web Enumeration,Content Discovery,Python,15.0,Wrapper Only
web-hunter,Web Enumeration,Content Discovery,Python,15.0,Wrapper Only
webhook-reporter,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
webshell-management,Web Enumeration,Content Discovery,Python,15.0,Wrapper Only
websocket,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
web_agent,AI Agents,Automation,Python,35.0,Wrapper Only
web_assets,Web Enumeration,Content Discovery,Python,0.0,Wrapper Only
web_cache_deception,Web Enumeration,Content Discovery,Python,35.0,Wrapper Only
web_enum,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
web_pipeline,Web Enumeration,Content Discovery,Python,35.0,Wrapper Only
web_recon,Web Enumeration,Content Discovery,Python,15.0,Wrapper Only
whoisxmlapi,Utilities,Framework Components,Python,35.0,Wrapper Only
whois_lookup,Utilities,Framework Components,Python,35.0,Wrapper Only
wildcard_detector,Utilities,Framework Components,Python,35.0,Wrapper Only
windvane,Utilities,Framework Components,Python,35.0,Wrapper Only
wireless-pentester,Utilities,Framework Components,Python,15.0,Wrapper Only
workflow_builder,Utilities,Framework Components,Python,35.0,Wrapper Only
workflow_definitions,Utilities,Framework Components,Python,35.0,Wrapper Only
workflow_planner,Utilities,Framework Components,Python,35.0,Wrapper Only
workflow_player,Utilities,Framework Components,Python,35.0,Metadata Only
workflow_recorder,Utilities,Framework Components,Python,35.0,Metadata Only
workflow_templates,Utilities,Framework Components,Python,35.0,Wrapper Only
workspaces_1,Utilities,Framework Components,Python,35.0,Metadata Only
world-model,Utilities,Framework Components,Python,15.0,Wrapper Only
WorldModel,Utilities,Framework Components,Python,35.0,Wrapper Only
WorldModeltest,Utilities,Framework Components,Python,35.0,Wrapper Only
xbow-performance-comparison,Utilities,Framework Components,Python,15.0,Wrapper Only
xss,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
xss-validator-agent,AI Agents,Automation,Python,35.0,Wrapper Only
xss_fuzz,Utilities,Framework Components,Python,35.0,Wrapper Only
xss_scan,Vulnerability Scanning,Assessment,Python,0.0,Wrapper Only
zetalytics,Utilities,Framework Components,Python,35.0,Wrapper Only
zoomeyeapi,Utilities,Framework Components,Python,35.0,Wrapper Only
zoomeye_search,Utilities,Framework Components,Python,15.0,Wrapper Only
_11,Utilities,Framework Components,Python,15.0,Wrapper Only
_12,Utilities,Framework Components,Python,15.0,Wrapper Only
_15,Utilities,Framework Components,Python,15.0,Wrapper Only
_scope-guard,Utilities,Framework Components,Python,15.0,Wrapper Only
__init___105,Utilities,Framework Components,Python,35.0,Wrapper Only
__init___106,Utilities,Framework Components,Python,35.0,Wrapper Only
__init___107,Utilities,Framework Components,Python,35.0,Wrapper Only
__init___117,Utilities,Framework Components,Python,35.0,Wrapper Only
__init___121,Utilities,Framework Components,Python,35.0,Wrapper Only
__init___122,Utilities,Framework Components,Python,35.0,Wrapper Only
__init___129,Utilities,Framework Components,Python,35.0,Wrapper Only
__init___135,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
__init___148,Utilities,Framework Components,Python,35.0,Wrapper Only
__init___149,Utilities,Framework Components,Python,35.0,Wrapper Only
__init___156,Utilities,Framework Components,Python,35.0,Wrapper Only
__init___218,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
__init___30,Utilities,Framework Components,Python,35.0,Wrapper Only
__init___33,Utilities,Framework Components,Python,35.0,Wrapper Only
__init___35,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
__init___36,Utilities,Framework Components,Python,35.0,Wrapper Only
__init___37,Utilities,Framework Components,Python,35.0,Wrapper Only
__init___54,Utilities,Framework Components,Python,35.0,Metadata Only
__main___1,AI Agents,Automation,Python,35.0,Wrapper Only
vuln-authz_1,Vulnerability Scanning,Assessment,Python,0.0,Wrapper Only
vuln-auth_1,Vulnerability Scanning,Assessment,Python,0.0,Wrapper Only
vuln-injection_1,Vulnerability Scanning,Assessment,Python,0.0,Wrapper Only
exploit,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
exploit-injection_2,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
vulns,Web Enumeration,Content Discovery,Python,55.0,Partially Recovered
vuln_correlator,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
vuln_pipeline,Web Enumeration,Content Discovery,Python,35.0,Metadata Only
vuln_scanner_agent,AI Agents,Automation,Python,35.0,Metadata Only
API,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
INSTALL,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
sqlmap,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
summary,Web Enumeration,Content Discovery,Python,15.0,Metadata Only
